time,pressure_pss(MB),org.openmined.syft.demo_pss(MB),Active_Memory(MB),Cached_Memory(MB),Free_Memory(MB),SwapCached_Memory(MB),Inactive:,Active(anon):,Inactive(anon):,Active(file):, Inactive(file):,Unevictable:,Mlocked:,SwapTotal:,SwapFree:,Dirty:,Writeback:,AnonPages:,Mapped:,Shmem:,Slab:,SReclaimable:,SUnreclaim:,KernelStack:,PageTables:,NFS_Unstable:,Bounce:,WritebackTmp:,CommitLimit:,Committed_AS:,VmallocTotal:,VmallocUsed:,VmallocChunk:,totalPrivateClean,totalPrivateDirty,totalSharedClean,totalSharedDirty,totalSwappablePss
03:24:52,70,70,348,418,66,23,326,117,136,230,190,0,0,697,542,0,0,251,252,0,55,17,37,11,23,0,0,0,1162,16100,488,134,224,18,39,69,1,18,
03:24:53,70,70,347,418,66,23,326,116,136,230,190,0,0,697,542,0,0,250,246,0,55,17,37,10,22,0,0,0,1162,16105,488,131,224,18,39,69,1,18,
03:24:54,70,70,347,418,67,23,326,116,136,230,190,0,0,697,542,0,0,250,246,0,55,17,37,10,22,0,0,0,1162,16098,488,131,224,18,40,69,1,18,
03:24:55,71,71,348,418,68,23,326,117,136,230,190,0,0,697,542,0,0,251,246,0,55,17,37,10,22,0,0,0,1162,16098,488,131,224,18,40,69,1,18,
03:24:56,71,71,350,419,65,23,326,119,136,231,190,0,0,697,542,0,0,253,248,0,55,17,37,11,23,0,0,0,1162,16109,488,133,224,18,40,69,1,18,
03:24:57,71,71,352,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,253,0,55,17,37,11,23,0,0,0,1162,16128,488,135,224,18,40,69,1,18,
03:24:58,71,71,352,419,61,23,326,121,136,231,190,0,0,697,542,0,0,255,253,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,40,69,1,18,
03:24:59,71,71,352,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,41,69,1,18,
03:25:00,71,71,353,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,41,69,1,18,
03:25:01,72,72,353,419,62,23,326,122,136,231,190,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,41,69,1,18,
03:25:02,72,72,353,419,61,23,326,122,136,231,190,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,41,69,1,18,
03:25:03,72,72,353,419,61,23,326,122,136,231,190,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,41,69,1,18,
03:25:04,72,72,351,419,63,23,326,120,136,231,190,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,41,69,1,18,
03:25:05,72,72,351,419,63,23,326,120,136,231,190,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:25:06,73,73,351,419,62,23,326,120,136,231,190,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:25:07,73,73,352,419,63,23,326,120,136,231,190,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:25:08,73,73,352,419,62,23,326,120,136,231,190,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:25:09,73,73,352,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,42,69,1,18,
03:25:10,73,73,352,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:25:11,73,73,353,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:25:12,74,74,353,419,62,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:25:13,74,74,353,419,61,23,326,121,136,231,190,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:25:14,74,74,353,419,62,23,326,122,136,231,190,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:25:15,74,74,353,419,61,23,326,122,136,231,190,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:25:16,74,74,351,419,63,23,326,119,136,231,190,0,0,697,542,0,0,253,246,0,55,17,37,10,22,0,0,0,1162,16106,488,131,224,18,44,69,1,18,
03:25:17,75,75,351,419,63,23,326,119,136,231,190,0,0,697,542,0,0,253,246,0,55,17,37,10,22,0,0,0,1162,16098,488,131,224,18,44,69,1,18,
03:25:18,75,75,351,419,65,23,326,120,136,231,189,0,0,697,542,0,0,254,246,0,55,17,37,10,22,0,0,0,1162,16099,488,131,224,18,44,69,1,18,
03:25:19,75,75,353,419,61,23,326,122,136,231,189,0,0,697,542,0,0,256,248,0,55,17,37,11,23,0,0,0,1162,16109,488,133,224,18,44,69,1,18,
03:25:20,75,75,354,419,61,23,326,122,136,231,189,0,0,697,542,0,0,256,250,0,55,17,37,11,23,0,0,0,1162,16119,488,133,224,18,44,69,1,18,
03:25:21,75,75,356,419,57,23,326,124,136,231,189,0,0,697,542,0,0,258,254,0,55,17,37,11,23,0,0,0,1162,16128,488,135,224,18,44,69,1,18,
03:25:22,75,75,355,419,58,23,326,124,136,231,189,0,0,697,542,0,0,258,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,45,69,1,18,
03:25:23,76,76,356,419,59,23,326,124,136,231,189,0,0,697,542,0,0,258,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,45,69,1,18,
03:25:24,76,76,356,419,58,23,326,124,136,231,189,0,0,697,542,0,0,258,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,45,69,1,18,
03:25:25,76,76,356,419,59,23,326,125,136,231,189,0,0,697,542,0,0,259,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,45,69,1,18,
03:25:26,76,76,356,419,58,23,326,125,136,231,189,0,0,697,542,0,0,259,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,45,69,1,18,
03:25:27,76,76,357,419,58,23,326,125,136,231,189,0,0,697,542,0,0,259,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,45,69,1,18,
03:25:28,76,76,357,419,58,23,326,125,136,231,189,0,0,697,542,0,0,259,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,46,69,1,18,
03:25:29,77,77,357,419,58,23,326,125,136,231,189,0,0,697,542,0,0,259,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,46,69,1,18,
03:25:30,72,72,352,419,62,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16118,488,135,224,18,41,69,1,18,
03:25:31,68,68,348,419,66,23,326,116,136,231,189,0,0,697,542,0,0,250,254,0,55,17,37,11,23,0,0,0,1162,16118,488,135,224,18,37,69,1,18,
03:25:32,66,66,347,419,67,23,326,115,136,231,189,0,0,697,542,0,0,249,254,0,55,17,37,11,23,0,0,0,1162,16118,488,135,224,18,36,69,1,18,
03:25:33,66,66,347,419,68,23,326,115,136,231,189,0,0,697,542,0,0,249,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,36,69,1,18,
03:25:34,67,67,347,419,67,23,326,115,136,231,189,0,0,697,542,0,0,249,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,36,69,1,18,
03:25:35,67,67,347,419,67,23,326,116,136,231,189,0,0,697,542,0,0,250,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,36,69,1,18,
03:25:36,67,67,347,419,67,23,326,116,136,231,189,0,0,697,542,0,0,250,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,36,69,1,18,
03:25:37,67,67,347,419,67,23,326,116,136,231,189,0,0,697,542,0,0,250,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,36,69,1,18,
03:25:38,67,67,348,419,67,23,326,116,136,231,189,0,0,697,542,0,0,250,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,36,69,1,18,
03:25:39,67,67,343,419,71,23,326,111,136,231,189,0,0,697,542,0,0,245,244,0,55,17,37,10,22,0,0,0,1162,16082,488,130,224,18,37,69,1,18,
03:25:40,68,68,345,419,69,23,326,113,136,231,189,0,0,697,542,0,0,247,246,0,55,17,37,10,22,0,0,0,1162,16097,488,131,224,18,37,69,1,18,
03:25:41,68,68,345,419,70,23,326,114,136,231,189,0,0,697,542,0,0,248,246,0,55,17,37,10,22,0,0,0,1162,16097,488,131,224,18,37,69,1,18,
03:25:42,68,68,347,419,68,23,326,115,136,231,189,0,0,697,542,0,0,249,248,0,55,17,37,11,23,0,0,0,1162,16109,488,133,224,18,37,69,1,18,
03:25:43,68,68,348,419,68,23,326,116,136,231,189,0,0,697,542,0,0,250,248,0,55,17,37,11,23,0,0,0,1162,16109,488,133,224,18,37,69,1,18,
03:25:44,68,68,349,419,63,23,326,118,136,231,189,0,0,697,542,0,0,252,254,0,55,17,37,11,23,0,0,0,1162,16127,488,135,224,18,37,69,1,18,
03:25:45,68,68,350,419,65,23,326,118,136,231,189,0,0,697,542,0,0,252,254,0,55,17,37,11,23,0,0,0,1162,16118,488,135,224,18,38,69,1,18,
03:25:46,69,69,350,419,65,23,326,118,136,231,189,0,0,697,542,0,0,252,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,38,69,1,18,
03:25:47,69,69,350,419,65,23,326,118,136,231,189,0,0,697,542,0,0,252,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,38,69,1,18,
03:25:48,69,69,350,419,64,23,326,119,136,231,189,0,0,697,542,0,0,253,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,38,69,1,18,
03:25:49,69,69,351,419,64,23,326,119,136,231,189,0,0,697,542,0,0,253,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,38,69,1,18,
03:25:50,69,69,351,419,64,23,326,119,136,231,189,0,0,697,542,0,0,253,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,38,69,1,18,
03:25:51,69,69,351,419,64,23,326,119,136,231,189,0,0,697,542,0,0,253,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,39,69,1,18,
03:25:52,70,70,351,419,64,23,326,119,136,231,189,0,0,697,542,0,0,253,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,39,69,1,18,
03:25:53,70,70,351,419,63,23,326,120,136,231,189,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,39,69,1,18,
03:25:54,70,70,351,419,63,23,326,120,136,231,189,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,39,69,1,18,
03:25:55,70,70,352,419,63,23,326,120,136,231,189,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,39,69,1,18,
03:25:56,70,70,352,419,63,23,326,120,136,231,189,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,39,69,1,18,
03:25:57,70,70,352,419,62,23,326,120,136,231,189,0,0,697,542,0,0,254,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,40,69,1,18,
03:25:58,71,71,352,419,62,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,40,69,1,18,
03:25:59,71,71,352,419,62,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,40,69,1,18,
03:26:00,71,71,353,419,61,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,40,69,1,18,
03:26:01,71,71,353,419,61,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,40,69,1,18,
03:26:02,71,71,349,419,65,23,326,117,136,231,189,0,0,697,542,0,0,251,253,0,55,17,37,10,22,0,0,0,1162,16091,488,133,224,18,41,69,1,18,
03:26:03,72,72,348,419,65,23,326,117,136,231,189,0,0,697,542,0,0,251,246,0,55,17,37,10,22,0,0,0,1162,16098,488,131,224,18,41,69,1,18,
03:26:04,72,72,349,419,66,23,326,117,136,231,189,0,0,697,542,0,0,251,246,0,55,17,37,10,22,0,0,0,1162,16098,488,131,224,18,41,69,1,18,
03:26:05,72,72,349,419,66,23,326,117,136,231,189,0,0,697,542,0,0,251,246,0,55,17,37,10,22,0,0,0,1162,16107,488,132,224,18,41,69,1,18,
03:26:06,72,72,351,419,64,23,326,119,136,231,189,0,0,697,542,0,0,253,248,0,55,17,37,11,23,0,0,0,1162,16110,488,133,224,18,41,69,1,18,
03:26:07,72,72,353,419,60,23,326,121,136,231,189,0,0,697,542,0,0,255,253,0,55,17,37,11,23,0,0,0,1162,16128,488,135,224,18,41,69,1,18,
03:26:08,72,72,353,419,61,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16119,488,135,224,18,42,69,1,18,
03:26:09,73,73,353,419,61,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:26:10,73,73,353,419,62,23,326,122,136,231,189,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:26:11,73,73,353,419,63,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:26:12,73,73,353,419,62,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:26:13,73,73,353,419,62,23,326,121,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,42,69,1,18,
03:26:14,73,73,353,419,62,23,326,122,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:26:15,74,74,354,419,61,23,326,122,136,231,189,0,0,697,542,0,0,255,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:26:16,74,74,354,419,62,23,326,122,136,231,189,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:26:17,74,74,354,419,62,23,326,122,136,231,189,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:26:18,74,74,354,419,61,23,326,122,136,231,189,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,43,69,1,18,
03:26:19,74,74,354,419,61,23,326,123,136,231,189,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,44,69,1,18,
03:26:20,75,75,355,419,61,23,326,123,136,231,189,0,0,697,542,0,0,256,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,44,69,1,18,
03:26:21,75,75,355,419,60,23,326,123,136,231,189,0,0,697,542,0,0,257,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,44,69,1,18,
03:26:22,75,75,355,419,61,23,326,123,136,231,189,0,0,697,542,0,0,257,254,0,55,17,37,11,23,0,0,0,1162,16120,488,135,224,18,44,69,1,18,
03:26:23,75,75,355,419,60,23,326,123,136,231,189,0,0,697,542,0,0,257,254,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,18,44,69,1,18,
03:26:24,77,75,362,426,49,23,330,127,136,234,194,0,0,697,542,0,0,261,258,0,55,17,37,11,23,0,0,0,1162,16121,488,135,224,20,45,69,1,20,
03:26:25,78,77,353,437,54,23,332,115,130,237,202,0,0,697,542,0,0,243,260,0,55,17,37,11,22,0,0,0,1162,16086,488,133,224,20,45,69,1,20,
03:26:26,70,72,350,440,52,23,338,111,133,238,204,0,0,697,542,0,0,242,255,0,55,17,38,10,22,0,0,0,1162,16092,488,131,224,20,37,69,1,20,
03:26:27,68,68,354,441,45,23,341,115,136,239,205,0,0,697,542,0,0,248,258,0,55,17,38,11,24,0,0,0,1162,17216,488,134,224,20,36,69,1,20,
03:26:28,78,74,362,444,36,23,343,122,135,239,207,0,0,697,542,2,0,256,258,0,55,17,37,11,24,0,0,0,1162,17232,488,134,224,20,46,69,1,20,
03:26:29,82,82,362,436,33,23,343,126,141,236,202,0,0,697,541,0,0,264,255,0,55,17,38,11,24,0,0,0,1162,17236,488,136,224,18,52,69,1,18,
03:26:30,77,75,364,436,30,23,343,127,141,236,202,0,0,697,541,0,0,266,261,0,55,17,38,11,24,0,0,0,1162,17247,488,138,224,18,46,69,1,18,
03:26:31,79,77,353,436,41,23,343,116,141,236,202,0,0,697,541,0,0,255,261,0,55,17,38,11,24,0,0,0,1162,17243,488,138,224,18,48,69,1,18,
03:26:32,77,86,363,436,33,23,342,126,140,236,202,0,0,697,541,0,0,264,261,0,55,17,38,11,24,0,0,0,1162,17243,488,138,224,18,46,69,1,18,
03:26:33,90,90,372,436,24,23,342,135,140,236,202,0,0,697,541,0,0,273,261,0,55,17,38,11,24,0,0,0,1162,17243,488,138,224,18,60,69,1,18,
03:26:34,93,93,375,436,20,23,342,138,140,236,202,0,0,697,541,0,0,276,261,0,55,17,38,11,24,0,0,0,1162,17248,488,138,224,18,63,69,1,18,
03:26:35,93,93,375,436,19,23,342,139,140,236,202,0,0,697,541,0,0,276,261,0,55,17,38,11,24,0,0,0,1162,17248,488,138,224,18,63,69,1,18,
03:26:36,81,81,358,432,35,23,342,124,142,234,200,0,0,697,541,0,0,264,260,0,55,17,38,11,24,0,0,0,1162,17249,488,138,224,18,51,69,1,18,
03:26:37,84,84,361,432,33,23,342,127,142,234,200,0,0,697,541,0,0,266,260,0,55,17,38,11,24,0,0,0,1162,17254,488,138,224,18,53,69,1,18,
03:26:38,84,84,361,432,33,23,342,127,142,234,200,0,0,697,541,0,0,266,260,0,55,17,38,11,24,0,0,0,1162,17254,488,138,224,18,53,69,1,18,
03:26:39,86,86,364,432,31,23,342,130,142,234,200,0,0,697,541,0,0,269,260,0,55,17,38,11,24,0,0,0,1162,17259,488,138,224,18,56,69,1,18,
03:26:40,90,90,368,432,35,23,335,130,138,238,196,0,0,697,541,0,0,266,253,0,55,17,38,11,23,0,0,0,1162,16700,488,137,224,18,59,69,1,18,
03:26:41,81,93,360,432,43,23,335,121,138,238,196,0,0,697,541,0,0,257,253,0,55,17,38,11,23,0,0,0,1162,16685,488,137,224,18,51,69,1,18,
03:26:42,82,81,362,432,40,23,335,124,138,238,196,0,0,697,541,0,0,260,253,0,55,17,38,11,23,0,0,0,1162,16690,488,137,224,18,51,69,1,18,
03:26:43,84,84,362,432,40,23,335,124,138,238,196,0,0,697,541,0,0,260,253,0,55,17,38,11,23,0,0,0,1162,16690,488,137,224,18,53,69,1,18,
03:26:44,87,87,365,432,38,23,335,127,138,238,196,0,0,697,541,0,0,263,253,0,55,17,38,11,23,0,0,0,1162,16695,488,137,224,18,56,69,1,18,
03:26:45,90,87,367,432,36,23,335,129,138,238,196,0,0,697,541,0,0,265,253,0,55,17,38,11,23,0,0,0,1162,16698,488,137,224,18,59,69,1,18,
03:26:46,90,90,367,432,36,23,335,129,138,238,196,0,0,697,541,0,0,265,253,0,55,17,38,11,23,0,0,0,1162,16698,488,137,224,18,59,69,1,18,
03:26:47,79,79,355,432,47,23,335,117,138,238,196,0,0,697,541,0,0,253,253,0,55,17,38,11,23,0,0,0,1162,16678,488,137,224,18,48,69,1,18,
03:26:48,82,82,359,432,45,23,335,120,138,238,196,0,0,697,541,0,0,256,253,0,55,17,38,11,23,0,0,0,1162,16683,488,137,224,18,51,69,1,18,
03:26:49,82,82,356,432,49,23,334,117,138,239,195,0,0,697,541,0,0,253,246,0,55,17,38,10,23,0,0,0,1162,16669,488,133,224,19,51,69,1,18,
03:26:50,80,80,355,432,49,23,334,116,138,239,195,0,0,697,541,0,0,252,246,0,55,17,38,10,23,0,0,0,1162,16661,488,133,224,18,49,69,1,18,
03:26:51,85,84,359,432,46,23,334,120,138,239,195,0,0,697,541,0,0,256,246,0,55,17,38,11,23,0,0,0,1162,16667,488,133,224,18,54,69,1,18,
03:26:52,87,87,363,432,42,23,334,124,138,239,195,0,0,697,541,0,0,260,247,0,55,17,38,11,23,0,0,0,1162,16682,488,135,224,18,56,69,1,18,
03:26:53,87,87,364,432,41,23,334,125,138,239,195,0,0,697,541,0,0,261,247,0,55,17,38,11,23,0,0,0,1162,16682,488,135,224,18,57,69,1,18,
03:26:54,80,81,356,432,50,23,334,116,138,239,195,0,0,697,541,0,0,252,253,0,55,17,38,11,23,0,0,0,1162,16691,488,137,224,18,50,69,1,18,
03:26:55,81,78,360,432,45,23,334,121,138,239,195,0,0,697,541,0,0,257,253,0,55,17,38,11,23,0,0,0,1162,16683,488,137,224,18,51,69,1,18,
03:26:56,84,82,363,432,42,23,334,123,138,239,195,0,0,697,541,0,0,259,253,0,55,17,38,11,23,0,0,0,1162,16688,488,137,224,18,53,69,1,18,
03:26:57,84,84,360,431,43,23,333,121,138,239,195,0,0,697,541,0,0,257,253,0,55,17,38,11,23,0,0,0,1162,16688,488,137,224,18,54,69,1,18,
03:26:58,87,87,363,431,42,23,333,124,138,239,195,0,0,697,541,0,0,260,253,0,55,17,38,11,23,0,0,0,1162,16693,488,137,224,18,56,69,1,18,
03:26:59,90,90,365,431,40,23,333,126,138,239,195,0,0,697,541,0,0,262,253,0,55,17,38,11,23,0,0,0,1162,16698,488,137,224,18,59,69,1,18,
03:27:00,90,90,365,431,45,23,330,124,135,240,194,0,0,697,541,0,0,257,246,0,55,17,38,11,23,0,0,0,1162,16131,488,136,224,18,59,69,1,18,
03:27:01,82,82,356,431,54,23,329,116,135,240,193,0,0,697,541,0,0,249,245,0,55,17,38,11,23,0,0,0,1162,16116,488,136,224,19,51,69,1,19,
03:27:02,85,82,359,431,51,23,329,118,135,240,193,0,0,697,541,0,0,251,245,0,55,17,38,11,23,0,0,0,1162,16120,488,136,224,19,53,69,1,19,
03:27:03,85,85,359,431,50,23,329,118,135,240,193,0,0,697,541,0,0,252,245,0,55,17,38,11,23,0,0,0,1162,16121,488,136,224,19,53,69,1,19,
03:27:04,82,80,347,431,64,23,329,106,135,240,193,0,0,697,541,0,0,239,245,0,55,17,38,11,23,0,0,0,1162,16111,488,136,224,19,50,69,1,19,
03:27:05,80,74,360,431,52,23,329,120,135,240,193,0,0,697,541,0,0,252,245,0,55,17,37,11,23,0,0,0,1162,16110,488,136,224,19,48,69,1,19,
03:27:06,81,81,355,431,57,23,329,115,135,240,193,0,0,697,541,0,0,247,245,0,55,17,37,11,23,0,0,0,1162,16111,488,136,224,19,49,69,1,19,
03:27:07,84,84,358,431,53,23,329,118,135,240,193,0,0,697,541,0,0,250,245,0,55,17,37,11,23,0,0,0,1162,16116,488,136,224,19,52,69,1,19,
03:27:08,86,84,361,431,50,23,329,121,135,240,193,0,0,697,541,0,0,253,245,0,55,17,37,11,23,0,0,0,1162,16121,488,136,224,19,55,69,1,19,
03:27:09,86,86,361,431,51,23,329,121,135,240,193,0,0,697,541,0,0,253,245,0,55,17,37,11,23,0,0,0,1162,16121,488,136,224,19,55,69,1,19,
03:27:10,89,89,364,431,48,23,329,123,135,240,193,0,0,697,541,0,0,256,245,0,55,17,37,11,23,0,0,0,1162,16126,488,136,224,19,58,69,1,19,
03:27:11,82,92,357,431,53,23,329,116,135,240,193,0,0,697,541,0,0,249,245,0,55,17,37,11,23,0,0,0,1162,16116,488,136,224,19,51,69,1,19,
03:27:12,82,82,357,431,54,23,329,116,135,240,193,0,0,697,541,0,0,249,245,0,55,17,37,11,23,0,0,0,1162,16116,488,136,224,19,51,69,1,19,
03:27:13,84,85,356,431,55,23,329,115,135,240,193,0,0,697,541,0,0,248,238,0,55,17,37,10,22,0,0,0,1162,16107,488,132,224,19,53,69,1,19,
03:27:14,81,81,352,431,58,23,329,112,135,240,193,0,0,697,541,0,0,245,238,0,55,17,37,10,22,0,0,0,1162,16099,488,132,224,19,49,69,1,19,
03:27:15,85,85,359,431,53,23,329,119,135,240,193,0,0,697,541,0,0,252,238,0,55,17,37,10,22,0,0,0,1162,16104,488,132,224,19,54,69,1,19,
03:27:16,88,88,361,431,50,23,329,121,135,240,193,0,0,697,541,0,0,253,239,0,55,17,37,11,22,0,0,0,1162,16115,488,134,224,19,56,69,1,19,
03:27:17,88,88,363,431,49,23,329,123,135,240,193,0,0,697,541,0,0,255,245,0,55,17,37,11,22,0,0,0,1162,16125,488,136,224,19,56,69,1,19,
03:27:18,90,86,363,431,46,23,329,123,135,240,193,0,0,697,541,0,0,255,246,0,55,17,37,11,23,0,0,0,1162,16139,488,136,224,19,58,69,1,19,
03:27:19,91,88,366,431,45,23,329,126,135,240,193,0,0,697,541,0,0,259,245,0,55,17,37,11,23,0,0,0,1162,16131,488,136,224,19,59,69,1,19,
03:27:20,82,94,358,431,52,23,329,118,135,240,193,0,0,697,541,0,0,250,245,0,55,17,37,11,23,0,0,0,1162,16116,488,136,224,19,51,69,1,19,
03:27:21,82,82,358,431,52,23,329,117,135,240,193,0,0,697,541,0,0,250,245,0,55,17,37,11,23,0,0,0,1162,16116,488,136,224,19,51,69,1,19,
03:27:22,85,85,361,431,50,23,329,120,135,240,193,0,0,697,541,0,0,253,245,0,55,17,37,11,23,0,0,0,1162,16121,488,136,224,19,53,69,1,19,
03:27:23,88,88,364,431,47,23,329,123,135,240,193,0,0,697,541,0,0,256,246,0,55,17,37,11,23,0,0,0,1162,16126,488,136,224,19,56,69,1,19,
03:27:24,88,88,364,431,46,23,329,123,135,240,193,0,0,697,541,0,0,256,245,0,55,17,37,11,23,0,0,0,1162,16126,488,136,224,19,56,69,1,19,
03:27:25,91,91,367,431,44,23,329,126,135,240,193,0,0,697,541,0,0,259,245,0,55,17,37,11,23,0,0,0,1162,16131,488,136,224,19,59,69,1,19,
03:27:26,82,93,358,431,51,23,329,118,135,240,193,0,0,697,541,0,0,250,245,0,55,17,37,11,23,0,0,0,1162,16117,488,136,224,19,51,69,1,19,
03:27:27,82,82,355,432,57,23,327,115,133,240,193,0,0,697,541,0,0,245,245,0,55,17,37,11,23,0,0,0,1162,16116,488,136,224,19,51,69,1,19,
03:27:28,85,85,358,432,53,23,327,118,133,240,193,0,0,697,541,0,0,249,245,0,55,17,37,11,23,0,0,0,1162,16121,488,136,224,19,53,69,1,19,
03:27:29,85,85,359,432,54,23,327,118,133,240,193,0,0,697,541,0,0,249,245,0,55,17,37,11,23,0,0,0,1162,16121,488,136,224,19,53,69,1,19,
03:27:30,87,87,362,432,51,23,327,121,133,240,193,0,0,697,541,0,0,252,245,0,55,17,37,11,23,0,0,0,1162,16126,488,136,224,19,56,69,1,19,
03:27:31,90,90,364,432,48,23,327,124,133,240,193,0,0,697,541,0,0,255,245,0,55,17,37,11,23,0,0,0,1162,16131,488,136,224,19,59,69,1,19,
